MeasuredParameterId	DateTime	Value	EcomonMonitoringPoint	Ecomontimestamp_ms	KazHydrometAirPostId	MaxValueDay	MaxValueMonth	Month	Year	MaxValuePerMonth	MaxValuePerYear
17		7.242424242			2	12		1	2010	18	
17		3.153846154			2	11		4	2011	12	
17		4.706666667			2	24		12	2011	17	
17		3.146666667			2	19		7	2011	8	
17		2.653846154			2	9		6	2011	6	
17		2.106060606			2	4		5	2011	6	
17		4.376811594			2	5		3	2011	10	
17		4.641025641			2	11		11	2011	18	
17		3.653846154			2	13		10	2011	9	
17		3.064102564			2	30		9	2011	8	
17		4.875			2	11		2	2011	18	
17		7.202898551			2	15		1	2011	19	
17		3.17948718			2	1		8	2012	7	
17		2.72			2	19		4	2012	8	
17		6.768115942			2	4		12	2012	16	
17		3.053333333			2	7		7	2012	13	
17		2.923076923			2	16		6	2012	8	
17		2.373333333			2	7		5	2012	8	
17		3.31884058			2	15		3	2012	11	
17		5.128205128			2	12		11	2012	17	
17		4.115384615			2	5		10	2012	14	
17		3.933333333			2	24		9	2012	12	
17		4.946666667			2	10		2	2012	11	
17		5.362318841			2	11		1	2012	15	
17		2.333333333			2	21		8	2013	7	
17		3.5			2	16		4	2013	9	
17		2.608695652			2	19		12	2013	13	
17		2.051282051			2	2		7	2013	4	
17		2.32			2	20		6	2013	5	
17		2.5			2	2		5	2013	5	
17		3.363636364			2	5		3	2013	8	
17		3.012820513			2	19		11	2013	12	
17		2.653846154			2	2		10	2013	8	
17		2.626666667			2	2		9	2013	8	
17		4.708333333			2	1		2	2013	11	
17		6.041666667			2	10		1	2013	15	
17		1.093333333			2	4		8	2014	3	
17		1.756410256			2	7		4	2014	5	
17		3.486111111			2	24		12	2014	12	
17		1.67948718			2	2		7	2014	3	
17		1.84			2	10		6	2014	4	
17		1.513888889			2	3		5	2014	3	
17		2.621212121			2	7		3	2014	8	
17		2.266666667			2	24		11	2014	7	
17		2.397435897			2	30		10	2014	7	
17		1.833333333			2	30		9	2014	5	
17		2.875			2	20		2	2014	11	
17		2.722222222			2	20		1	2014	8	
17		1.893333333			2	25		8	2015	4	
17		1.398717949			2	6		4	2015	4	
17		3.234722222			2	2		12	2015	11	
17		1.58974359			2	8		7	2015	3	
17		1.717948718			2	20		6	2015	4	
17		1.507246377			2	5		5	2015	4	
17		1.924242424			2	4		3	2015	8	
17		2.627			2	10		11	2015	9	
17		2.283950617			2	27		10	2015	10	
17		1.72024			2	2		9	2015	4	
17		2.680555556			2	10		2	2015	8	
17		2.75			2	31		1	2015	8	
17		1.602564103			2	24		8	2016	5	
17		1.551282051			2	5		4	2016	5	
17		2.708333333			2	12		12	2016	13	
17		1.533333333			2	29		7	2016	6	
17		1.538461539			2	20		6	2016	6	
17		1.641791045			2	10		5	2016	4	
17		2			2	5		3	2016	8	
17		2.333333333			2	3		11	2016	9	
17		2.358974359			2	12		10	2016	9	
17		1.986666667			2	16		9	2016	9	
17		2.925333333			2	5		2	2016	11	
17		2.463768116			2	25		1	2016	8	
17		1.871794872			2	8		8	2017	4	
17		1.44			2	4		4	2017	4	
17		1.8			2	10		7	2017	4	
17		1.615384615			2	14		6	2017	5	
17		1.793055556			2	15		5	2017	6	
17		1.934782609			2	1		3	2017	9	
17		2.102564103			2	11		10	2017	5	
17		1.805333333			2	27		9	2017	6	
17		2.847222222			2	8		2	2017	12	
17		2.652173913			2	21		1	2017	8	
15		0.0016			2	21		8	2007	0.007	
15		0.001026667			2	30		4	2007	0.004	
15		0.001318841			2	8		12	2007	0.006	
15		0.00125641			2	11		7	2007	0.004	
15		0.001487179			2	23		6	2007	0.006	
15		0.00184			2	14		5	2007	0.007	
15		0.001946667			2	20		3	2007	0.005	
15		0.002192308			2	29		11	2007	0.004	
15		0.001782051			2	31		10	2007	0.006	
15		0.001987179			2	21		9	2007	0.004	
15		0.001888889			2	17		2	2007	0.004	
15		0.002786667			2	23		1	2007	0.011	
15		0.001653333			2	9		8	2008	0.005	
15		0.001693333			2	30		4	2008	0.006	
15		0.002661972			2	3		12	2008	0.011	
15		0.001192308			2	31		7	2008	0.002	
15		0.001786667			2	14		6	2008	0.003	
15		0.00168			2	3		5	2008	0.006	
15		0.002			2	7		3	2008	0.007	
15		0.001756757			2	27		11	2008	0.01	
15		0.002653333			2	20		10	2008	0.007	
15		0.001813333			2	4		9	2008	0.004	
15		0.003121212			2	2		2	2008	0.007	
15		0.002014085			2	31		1	2008	0.005	
15		0.002946667			2	12		8	2009	0.009	
15		0.003589744			2	4		4	2009	0.008	
15		0.00268			2	3		12	2009	0.008	
15		0.003333333			2	3		7	2009	0.011	
15		0.002717949			2	24		6	2009	0.011	
15		0.001521739			2	30		5	2009	0.004	
15		0.002222222			2	5		3	2009	0.004	
15		0.001466667			2	12		11	2009	0.003	
15		0.00152			2	7		10	2009	0.007	
15		0.001461538			2	28		9	2009	0.007	
15		0.002			2	19		2	2009	0.007	
15		0.001942029			2	31		1	2009	0.004	
15		0.00112			2	27		8	2010	0.005	
15		0.002405797			2	3		4	2010	0.008	
15		0.003893333			2	25		12	2010	0.009	
15		0.001538462			2	16		7	2010	0.006	
15		0.001448718			2	19		6	2010	0.007	
15		0.001507246			2	8		5	2010	0.006	
15		0.002173333			2	10		11	2010	0.007	
15		0.002461538			2	1		10	2010	0.007	
15		0.001807692			2	25		9	2010	0.007	
15		0.003			2	11		2	2010	0.012	
15		0.003878788			2	13		1	2010	0.013	
15		0.001038462			2	2		4	2011	0.004	
15		0.00172			2	24		12	2011	0.006	
15		0.000733333			2	29		7	2011	0.003	
15		0.000974359			2	3		6	2011	0.006	
15		0.000909091			2	28		5	2011	0.005	
15		0.001550725			2	14		3	2011	0.006	
15		0.001320513			2	5		11	2011	0.005	
15		0.000846154			2	12		10	2011	0.004	
15		0.001			2	28		9	2011	0.005	
15		0.002041667			2	11		2	2011	0.006	
15		0.00357971			2	13		1	2011	0.009	
15		0.001782051			2	23		8	2012	0.008	
15		0.000693333			2	10		4	2012	0.004	
15		0.002086957			2	5		12	2012	0.011	
15		0.001773333			2	2		7	2012	0.006	
15		0.001858974			2	23		6	2012	0.006	
15		0.00104			2	14		5	2012	0.004	
15		0.001405797			2	5		3	2012	0.006	
15		0.000871795			2	10		11	2012	0.006	
15		0.001115385			2	8		10	2012	0.008	
15		0.001226667			2	13		9	2012	0.009	
15		0.001853333			2	20		2	2012	0.006	
15		0.001710145			2	11		1	2012	0.008	
15		0.001076923			2	16		8	2013	0.007	
15		0.000641026			2	2		4	2013	0.006	
15		0.001594203			2	6		12	2013	0.011	
15		0.001320513			2	22		7	2013	0.008	
15		0.00176			2	27		6	2013	0.008	
15		0.001027778			2	18		5	2013	0.006	
15		0.000848485			2	30		3	2013	0.006	
15		0.002294872			2	2		11	2013	0.008	
15		0.001717949			2	17		10	2013	0.009	
15		0.001266667			2	28		9	2013	0.007	
15		0.001486111			2	4		2	2013	0.007	
15		0.000986111			2	8		1	2013	0.006	
15		0.001			2	2		8	2014	0.008	
15		0.001205128			2	16		4	2014	0.009	
15		0.003166667			2	18		12	2014	0.01	
15		0.001141026			2	14		7	2014	0.013	
15		0.001506667			2	19		6	2014	0.006	
15		0.001291667			2	23		5	2014	0.007	
15		0.000333333			2	6		3	2014	0.004	
15		0.0012			2	17		11	2014	0.006	
15		0.001935897			2	24		10	2014	0.009	
15		0.001294872			2	2		9	2014	0.005	
15		0.000319444			2	4		2	2014	0.004	
15		0.00075			2	4		1	2014	0.007	
15		0.001386667			2	19		8	2015	0.006	
15		0.001307692			2	28		4	2015	0.009	
15		0.001458333			2	31		12	2015	0.006	
15		0.001666667			2	8		7	2015	0.009	
15		0.001653846			2	19		6	2015	0.006	
15		0.003463768			2	2		5	2015	0.009	
15		0.002393939			2	31		3	2015	0.013	
15		0.001533333			2	3		11	2015	0.006	
15		0.000950617			2	20		10	2015	0.005	
15		0.000706667			2	2		9	2015	0.003	
15		0.002625			2	3		2	2015	0.01	
15		0.002527778			2	23		1	2015	0.009	
15		0.001128205			2	5		8	2016	0.005	
15		0.001974359			2	5		4	2016	0.006	
15		0.002930556			2	29		12	2016	0.008	
15		0.001533333			2	12		7	2016	0.006	
15		0.001217949			2	10		6	2016	0.006	
15		0.001188406			2	23		5	2016	0.006	
15		0.001144928			2	31		3	2016	0.006	
15		0.001307692			2	26		11	2016	0.006	
15		0.001576923			2	24		10	2016	0.008	
15		0.001906667			2	20		9	2016	0.007	
15		0.001866667			2	13		2	2016	0.008	
15		0.002217391			2	9		1	2016	0.01	
15		0.002602564			2	4		8	2017	0.008	
15		0.001733333			2	11		4	2017	0.008	
15		0.001493333			2	12		7	2017	0.008	
15		0.002782051			2	5		6	2017	0.012	
15		0.00425			2	16		5	2017	0.012	
15		0.001144928			2	7		3	2017	0.008	
15		0.001320513			2	14		10	2017	0.007	
15		0.00136			2	18		9	2017	0.008	
15		0.001583333			2	1		2	2017	0.01	
15		0.002086957			2	20		1	2017	0.009	
18		0.025546667			2	7		8	2007	0.042	
18		0.014186667			2	28		4	2007	0.032	
18		0.013637681			2	4		12	2007	0.03	
18		0.019076923			2	11		7	2007	0.037	
18		0.018282051			2	23		6	2007	0.044	
18		0.017586667			2	21		5	2007	0.036	
18		0.013506667			2	15		3	2007	0.032	
18		0.015410256			2	30		11	2007	0.042	
18		0.019948718			2	29		10	2007	0.053	
18		0.019666667			2	11		9	2007	0.042	
18		0.015777778			2	8		2	2007	0.039	
18		0.02016			2	30		1	2007	0.042	
18		0.0144			2	9		8	2008	0.031	
18		0.015546667			2	12		4	2008	0.034	
18		0.010521127			2	4		12	2008	0.022	
18		0.020230769			2	30		7	2008	0.051	
18		0.018826667			2	26		6	2008	0.05	
18		0.01864			2	16		5	2008	0.037	
18		0.015444444			2	3		3	2008	0.031	
18		0.013581081			2	22		11	2008	0.031	
18		0.015413333			2	2		10	2008	0.03	
18		0.017826667			2	29		9	2008	0.039	
18		0.018010606			2	16		2	2008	0.036	
18		0.018619718			2	29		1	2008	0.053	
18		0.013306667			2	26		8	2009	0.03	
18		0.018474359			2	24		4	2009	0.037	
18		0.015293333			2	24		12	2009	0.043	
18		0.017141026			2	10		7	2009	0.05	
18		0.015923077			2	20		6	2009	0.034	
18		0.019202899			2	21		5	2009	0.043	
18		0.015972222			2	17		3	2009	0.03	
18		0.013866667			2	2		11	2009	0.027	
18		0.012986667			2	27		10	2009	0.033	
18		0.012057692			2	10		9	2009	0.026	
18		0.013041667			2	9		2	2009	0.028	
18		0.016507246			2	23		1	2009	0.038	
18		0.011893333			2	3		8	2010	0.023	
18		0.016391304			2	26		4	2010	0.035	
18		0.0096			2	10		12	2010	0.033	
18		0.018141026			2	16		7	2010	0.05	
18		0.015948718			2	21		6	2010	0.036	
18		0.011347826			2	31		5	2010	0.03	
18		0.01246			2	27		11	2010	0.028	
18		0.010435897			2	1		10	2010	0.023	
18		0.013115385			2	1		9	2010	0.032	
18		0.014180556			2	25		2	2010	0.038	
18		0.013287879			2	30		1	2010	0.024	
18		0.013320513			2	9		4	2011	0.036	
18		0.00864			2	26		12	2011	0.025	
18		0.013013333			2	9		7	2011	0.036	
18		0.010346154			2	27		6	2011	0.023	
18		0.01180303			2	18		5	2011	0.033	
18		0.012971014			2	4		3	2011	0.03	
18		0.010512821			2	18		11	2011	0.029	
18		0.010666667			2	1		10	2011	0.027	
18		0.015538462			2	13		9	2011	0.032	
18		0.010569444			2	19		2	2011	0.027	
18		0.01073913			2	8		1	2011	0.026	
18		0.00825641			2	27		8	2012	0.023	
18		0.008213333			2	5		4	2012	0.019	
18		0.005318841			2	8		12	2012	0.015	
18		0.012373333			2	2		7	2012	0.045	
18		0.016602564			2	29		6	2012	0.049	
18		0.014146667			2	7		5	2012	0.039	
18		0.007608696			2	31		3	2012	0.021	
18		0.005923077			2	16		11	2012	0.016	
18		0.007128205			2	17		10	2012	0.025	
18		0.006546667			2	3		9	2012	0.014	
18		0.00828			2	3		2	2012	0.027	
18		0.008913043			2	12		1	2012	0.025	
18		0.014384615			2	26		8	2013	0.031	
18		0.007230769			2	25		4	2013	0.018	
18		0.008985507			2	4		12	2013	0.028	
18		0.012			2	29		7	2013	0.031	
18		0.010706667			2	15		6	2013	0.03	
18		0.008444444			2	30		5	2013	0.024	
18		0.008378788			2	14		3	2013	0.021	
18		0.010628205			2	22		11	2013	0.032	
18		0.010384615			2	4		10	2013	0.027	
18		0.010226667			2	5		9	2013	0.03	
18		0.007169444			2	21		2	2013	0.026	
18		0.007361111			2	26		1	2013	0.016	
18		0.017373333			2	12		8	2014	0.033	
18		0.011051282			2	4		4	2014	0.025	
18		0.014805556			2	22		12	2014	0.034	
18		0.020064103			2	2		7	2014	0.033	
18		0.016186667			2	28		6	2014	0.03	
18		0.016777778			2	24		5	2014	0.03	
18		0.012378788			2	7		3	2014	0.031	
18		0.009986667			2	1		11	2014	0.03	
18		0.015935897			2	17		10	2014	0.033	
18		0.018858974			2	17		9	2014	0.032	
18		0.011583333			2	15		2	2014	0.031	
18		0.010319444			2	24		1	2014	0.032	
18		0.014106667			2	3		8	2015	0.038	
18		0.022730769			2	29		4	2015	0.034	
18		0.016777778			2	3		12	2015	0.031	
18		0.023525641			2	23		7	2015	0.042	
18		0.027358974			2	27		6	2015	0.041	
18		0.027681159			2	30		5	2015	0.036	
18		0.018066667			2	12		11	2015	0.038	
18		0.017620988			2	31		10	2015	0.038	
18		0.019746667			2	2		9	2015	0.038	
18		0.015472222			2	11		2	2015	0.032	
18		0.016680556			2	6		1	2015	0.034	
18		0.013179487			2	2		8	2016	0.038	
18		0.015435897			2	30		4	2016	0.03	
18		0.013540278			2	2		12	2016	0.034	
18		0.0172			2	30		7	2016	0.032	
18		0.019076923			2	2		6	2016	0.038	
18		0.017304348			2	4		5	2016	0.03	
18		0.013478261			2	31		3	2016	0.029	
18		0.008166667			2	1		11	2016	0.021	
18		0.011769231			2	15		10	2016	0.032	
18		0.014053333			2	17		9	2016	0.033	
18		0.01204			2	6		2	2016	0.03	
18		0.014173913			2	11		1	2016	0.033	
18		0.018012821			2	28		8	2017	0.03	
18		0.010653333			2	13		4	2017	0.024	
18		0.018626667			2	4		7	2017	0.032	
18		0.010730769			2	30		6	2017	0.029	
18		0.009958333			2	15		5	2017	0.028	
18		0.011207246			2	24		3	2017	0.025	
18		0.0175			2	2		10	2017	0.028	
18		0.019053333			2	15		9	2017	0.038	
18		0.011513889			2	2		2	2017	0.027	
18		0.014710145			2	19		1	2017	0.029	
14		0.203846154			3	1		8	2008	0.6	
14		0.297222222			3	13		12	2008	1	
14		0.226428571			3	31		7	2008	0.6	
14		0.238666667			3	12		11	2008	0.9	
14		0.234666667			3	22		10	2008	0.6	
14		0.2821875			3	30		9	2008	0.9	
14		0.288			3	25		8	2009	0.8	
14		0.170512821			3	3		4	2009	0.7	
14		0.313333333			3	31		12	2009	0.8	
14		0.211538462			3	13		7	2009	0.6	
14		0.308974359			3	20		6	2009	1.1	
14		0.246376812			3	14		5	2009	0.6	
14		0.320930233			3	14		3	2009	0.7	
14		0.283333333			3	3		11	2009	0.9	
14		0.248518519			3	2		10	2009	0.6	
14		0.236282051			3	19		9	2009	0.88	
14		0.22295082			3	9		2	2009	0.7	
14		0.286956522			3	26		1	2009	0.7	
14		0.161333333			3	3		8	2010	0.5	
14		0.217948718			3	23		4	2010	1.1	
14		0.246666667			3	15		12	2010	0.9	
14		0.203846154			3	30		7	2010	0.6	
14		0.177948718			3	7		6	2010	0.6	
14		0.24057971			3	26		5	2010	0.8	
14		0.265333333			3	18		11	2010	0.9	
14		0.214102564			3	1		10	2010	0.5	
14		0.233333333			3	29		9	2010	0.5	
14		0.231944444			3	3		2	2010	1	
14		0.298461538			3	12		1	2010	0.9	
14		0.1			3	1		4	2011	0.3	
14		0.132666667			3	24		12	2011	0.6	
14		0.06			3	16		7	2011	0.2	
14		0.071794872			3	3		6	2011	0.2	
14		0.104166667			3	4		5	2011	0.3	
14		0.11884058			3	14		3	2011	0.5	
14		0.174358974			3	17		11	2011	0.8	
14		0.074358974			3	26		10	2011	0.3	
14		0.123076923			3	10		9	2011	0.4	
14		0.122222222			3	2		2	2011	0.4	
14		0.284057971			3	29		1	2011	0.6	
14		0.096153846			3	3		8	2012	0.3	
14		0.192			3	11		4	2012	2	
14		0.189855072			3	3		12	2012	0.5	
14		0.156			3	3		7	2012	0.6	
14		0.115384615			3	25		6	2012	0.4	
14		0.098666667			3	10		5	2012	0.2	
14		0.115942029			3	3		3	2012	0.3	
14		0.2			3	10		11	2012	0.8	
14		0.223076923			3	31		10	2012	0.7	
14		0.121333333			3	27		9	2012	0.5	
14		0.234933333			3	6		2	2012	0.5	
14		0.2			3	12		1	2012	0.6	
14		0.138717949			3	31		8	2013	0.4	
14		0.056410256			3	8		4	2013	0.2	
14		0.169565217			3	7		12	2013	0.5	
14		0.078461538			3	2		7	2013	0.2	
14		0.066666667			3	1		6	2013	0.2	
14		0.065277778			3	2		5	2013	0.2	
14		0.137878788			3	2		3	2013	0.8	
14		0.155128205			3	28		11	2013	0.5	
14		0.15			3	26		10	2013	0.6	
14		0.188			3	3		9	2013	0.5	
14		0.186111111			3	1		2	2013	0.5	
14		0.270833333			3	10		1	2013	0.8	
14		0.258666667			3	22		8	2014	1.2	
14		0.076923077			3	1		4	2014	0.4	
14		0.329166667			3	31		12	2014	0.7	
14		0.135897436			3	21		7	2014	0.4	
14		0.101333333			3	30		6	2014	0.2	
14		0.123611111			3	14		5	2014	0.5	
14		0.143939394			3	6		3	2014	0.5	
14		0.193333333			3	17		11	2014	0.6	
14		0.193589744			3	17		10	2014	1	
14		0.180769231			3	16		9	2014	0.7	
14		0.173611111			3	15		2	2014	0.4	
14		0.166666667			3	13		1	2014	0.6	
14		0.248			3	4		8	2015	0.6	
14		0.167948718			3	22		4	2015	0.6	
14		0.345555556			3	4		12	2015	0.8	
14		0.223076923			3	30		7	2015	0.7	
14		0.125641026			3	24		6	2015	0.4	
14		0.146376812			3	4		5	2015	0.4	
14		0.212121212			3	20		3	2015	0.7	
14		0.292			3	27		11	2015	0.7	
14		0.261728395			3	1		10	2015	0.6	
14		0.276			3	12		9	2015	0.6	
14		0.270833333			3	11		2	2015	0.7	
14		0.252777778			3	8		1	2015	0.6	
14		0.224358974			3	27		8	2016	0.7	
14		0.266666667			3	15		4	2016	0.7	
14		0.2625			3	3		12	2016	0.7	
14		0.258666667			3	8		7	2016	0.6	
14		0.217948718			3	9		6	2016	0.7	
14		0.166666667			3	30		5	2016	0.7	
14		0.295652174			3	1		3	2016	0.7	
14		0.236282051			3	2		11	2016	0.6	
14		0.258974359			3	29		10	2016	0.7	
14		0.328			3	2		9	2016	0.7	
14		0.265333333			3	26		2	2016	0.7	
14		0.250724638			3	4		1	2016	0.6	
14		0.301282051			3	9		8	2017	0.6	
14		0.164			3	27		4	2017	0.4	
14		0.28			3	10		7	2017	0.6	
14		0.225641026			3	1		6	2017	0.7	
14		0.201111111			3	5		5	2017	0.7	
14		0.231884058			3	24		3	2017	0.7	
14		0.315384615			3	27		10	2017	0.7	
14		0.3104			3	16		9	2017	0.66	
14		0.254166667			3	23		2	2017	0.7	
14		0.260869565			3	20		1	2017	0.6	
13		0.084615385			3	15		8	2008	0.19	
13		0.071388889			3	27		12	2008	0.17	
13		0.0775			3	31		7	2008	0.12	
13		0.1104			3	26		11	2008	0.24	
13		0.080133333			3	3		10	2008	0.2	
13		0.078852459			3	8		9	2008	0.19	
13		0.053466667			3	15		8	2009	0.19	
13		0.076666667			3	8		4	2009	0.24	
13		0.120293333			3	31		12	2009	0.3	
13		0.064487179			3	13		7	2009	0.2	
13		0.062435897			3	26		6	2009	0.22	
13		0.068550725			3	21		5	2009	0.14	
13		0.095833333			3	26		3	2009	0.22	
13		0.078333333			3	3		11	2009	0.22	
13		0.081728395			3	31		10	2009	0.21	
13		0.067179487			3	30		9	2009	0.23	
13		0.085277778			3	7		2	2009	0.19	
13		0.120724638			3	6		1	2009	0.26	
13		0.059066667			3	31		8	2010	0.13	
13		0.071153846			3	17		4	2010	0.19	
13		0.11456			3	24		12	2010	0.24	
13		0.066794872			3	4		7	2010	0.19	
13		0.072307692			3	15		6	2010	0.2	
13		0.086956522			3	31		5	2010	0.21	
13		0.105733333			3	23		11	2010	0.2	
13		0.083333333			3	5		10	2010	0.19	
13		0.059358974			3	24		9	2010	0.14	
13		0.115694444			3	2		2	2010	0.24	
13		0.105230769			3	13		1	2010	0.22	
13		0.073333333			3	22		4	2011	0.19	
13		0.1064			3	31		12	2011	0.14	
13		0.0376			3	29		7	2011	0.13	
13		0.038076923			3	1		6	2011	0.11	
13		0.048611111			3	13		5	2011	0.12	
13		0.107101449			3	5		3	2011	0.23	
13		0.073589744			3	30		11	2011	0.13	
13		0.072820513			3	17		10	2011	0.19	
13		0.045384615			3	27		9	2011	0.17	
13		0.099027778			3	15		2	2011	0.23	
13		0.11173913			3	29		1	2011	0.21	
13		0.09974359			3	8		8	2012	0.16	
13		0.061866667			3	21		4	2012	0.17	
13		0.143913043			3	3		12	2012	0.27	
13		0.089333333			3	7		7	2012	0.15	
13		0.07474359			3	28		6	2012	0.14	
13		0.0712			3	29		5	2012	0.13	
13		0.100724638			3	20		3	2012	0.18	
13		0.103974359			3	10		11	2012	0.27	
13		0.106025641			3	9		10	2012	0.22	
13		0.116133333			3	29		9	2012	0.22	
13		0.1104			3	10		2	2012	0.15	
13		0.104782609			3	13		1	2012	0.17	
13		0.078076923			3	1		8	2013	0.33	
13		0.121282051			3	13		4	2013	0.32	
13		0.127536232			3	23		12	2013	0.36	
13		0.109102564			3	4		7	2013	0.21	
13		0.111733333			3	1		6	2013	0.26	
13		0.1275			3	30		5	2013	0.3	
13		0.137727273			3	2		3	2013	0.29	
13		0.148333333			3	18		11	2013	0.29	
13		0.155128205			3	4		10	2013	0.31	
13		0.120133333			3	30		9	2013	0.29	
13		0.147777778			3	19		2	2013	0.34	
13		0.191388889			3	8		1	2013	0.38	
13		0.0928			3	6		8	2014	0.24	
13		0.118858974			3	9		4	2014	0.24	
13		0.225833333			3	20		12	2014	0.4	
13		0.109487179			3	11		7	2014	0.32	
13		0.115346667			3	26		6	2014	0.26	
13		0.096944444			3	20		5	2014	0.4	
13		0.172727273			3	13		3	2014	0.41	
13		0.103866667			3	3		11	2014	0.25	
13		0.113461538			3	15		10	2014	0.28	
13		0.085128205			3	17		9	2014	0.22	
13		0.106805556			3	27		2	2014	0.2	
13		0.168611111			3	10		1	2014	0.39	
13		0.1112			3	7		8	2015	0.22	
13		0.128846154			3	6		4	2015	0.41	
13		0.178333333			3	24		12	2015	0.41	
13		0.106282051			3	4		7	2015	0.27	
13		0.102692308			3	1		6	2015	0.37	
13		0.110086957			3	13		5	2015	0.27	
13		0.153787879			3	26		3	2015	0.35	
13		0.111733333			3	3		11	2015	0.39	
13		0.092098765			3	9		10	2015	0.25	
13		0.088933333			3	30		9	2015	0.24	
13		0.152638889			3	11		2	2015	0.38	
13		0.184166667			3	9		1	2015	0.4	
13		0.18			3	18		8	2016	0.45	
13		0.15025641			3	20		4	2016	0.33	
13		0.142083333			3	3		12	2016	0.3	
13		0.113466667			3	9		7	2016	0.3	
13		0.114615385			3	13		6	2016	0.45	
13		0.10115942			3	17		5	2016	0.33	
13		0.126666667			3	28		3	2016	0.43	
13		0.188205128			3	25		11	2016	0.5	
13		0.116538462			3	29		10	2016	0.28	
13		0.182933333			3	19		9	2016	0.45	
13		0.1648			3	6		2	2016	0.36	
13		0.133913043			3	8		1	2016	0.28	
13		0.050128205			3	16		8	2017	0.25	
13		0.134266667			3	25		4	2017	0.27	
13		0.086			3	26		7	2017	0.23	
13		0.077948718			3	17		6	2017	0.22	
13		0.085416667			3	10		5	2017	0.22	
13		0.143666667			3	20		3	2017	0.32	
13		0.131794872			3	7		10	2017	0.34	
13		0.116933333			3	18		9	2017	0.28	
13		0.148194444			3	8		2	2017	0.46	
13		0.167391304			3	19		1	2017	0.46	
16		0.007423077			3	20		8	2008	0.019	
16		0.018180556			3	31		12	2008	0.068	
16		0.012178571			3	31		7	2008	0.039	
16		0.015813333			3	22		11	2008	0.066	
16		0.01004			3	23		10	2008	0.023	
16		0.009606557			3	30		9	2008	0.035	
16		0.010226667			3	15		8	2009	0.04	
16		0.011153846			3	9		4	2009	0.045	
16		0.01952			3	25		12	2009	0.061	
16		0.012641026			3	15		7	2009	0.042	
16		0.011410256			3	11		6	2009	0.03	
16		0.006811594			3	5		5	2009	0.02	
16		0.015833333			3	13		3	2009	0.054	
16		0.0115			3	3		11	2009	0.033	
16		0.010308642			3	7		10	2009	0.031	
16		0.009974359			3	5		9	2009	0.024	
16		0.019166667			3	16		2	2009	0.045	
16		0.027884058			3	26		1	2009	0.086	
16		0.00728			3	17		8	2010	0.024	
16		0.010692308			3	6		4	2010	0.04	
16		0.038586667			3	1		12	2010	0.081	
16		0.010820513			3	2		7	2010	0.04	
16		0.01125641			3	18		6	2010	0.026	
16		0.01457971			3	30		5	2010	0.071	
16		0.024373333			3	29		11	2010	0.081	
16		0.012282051			3	25		10	2010	0.054	
16		0.012			3	7		9	2010	0.04	
16		0.022861111			3	17		2	2010	0.095	
16		0.0264			3	10		1	2010	0.069	
16		0.007679487			3	21		4	2011	0.024	
16		0.012906667			3	1		12	2011	0.038	
16		0.0096			3	16		7	2011	0.024	
16		0.006948718			3	15		6	2011	0.03	
16		0.007347222			3	17		5	2011	0.023	
16		0.022391304			3	26		3	2011	0.085	
16		0.012038462			3	30		11	2011	0.067	
16		0.007910256			3	20		10	2011	0.027	
16		0.009153846			3	27		9	2011	0.048	
16		0.026277778			3	11		2	2011	0.081	
16		0.047391304			3	13		1	2011	0.138	
16		0.007153846			3	20		8	2012	0.02	
16		0.007626667			3	2		4	2012	0.017	
16		0.014927536			3	29		12	2012	0.032	
16		0.00676			3	3		7	2012	0.019	
16		0.009371795			3	27		6	2012	0.023	
16		0.00724			3	28		5	2012	0.023	
16		0.008869565			3	31		3	2012	0.02	
16		0.015807692			3	2		11	2012	0.054	
16		0.017692308			3	31		10	2012	0.072	
16		0.00876			3	10		9	2012	0.03	
16		0.018906667			3	18		2	2012	0.036	
16		0.017086957			3	9		1	2012	0.056	
16		0.013333333			3	7		8	2013	0.038	
16		0.011512821			3	3		4	2013	0.027	
16		0.011072464			3	7		12	2013	0.034	
16		0.007910256			3	27		7	2013	0.031	
16		0.00928			3	12		6	2013	0.026	
16		0.011			3	2		5	2013	0.024	
16		0.016863636			3	11		3	2013	0.06	
16		0.01825641			3	7		11	2013	0.04	
16		0.012846154			3	11		10	2013	0.024	
16		0.0118			3	6		9	2013	0.034	
16		0.014291667			3	20		2	2013	0.039	
16		0.016986111			3	26		1	2013	0.038	
16		0.008973333			3	4		8	2014	0.042	
16		0.007230769			3	17		4	2014	0.029	
16		0.029569444			3	20		12	2014	0.071	
16		0.016205128			3	15		7	2014	0.047	
16		0.01208			3	23		6	2014	0.039	
16		0.007402778			3	29		5	2014	0.036	
16		0.014424242			3	14		3	2014	0.054	
16		0.025626667			3	17		11	2014	0.051	
16		0.015461538			3	11		10	2014	0.053	
16		0.010961538			3	5		9	2014	0.08	
16		0.010736111			3	8		2	2014	0.051	
16		0.009694444			3	27		1	2014	0.046	
16		0.01188			3	3		8	2015	0.028	
16		0.013423077			3	3		4	2015	0.044	
16		0.018583333			3	24		12	2015	0.049	
16		0.0125			3	3		7	2015	0.025	
16		0.010615385			3	18		6	2015	0.041	
16		0.012811594			3	16		5	2015	0.04	
16		0.017212121			3	4		3	2015	0.052	
16		0.015426667			3	3		11	2015	0.063	
16		0.01145679			3	26		10	2015	0.041	
16		0.010981333			3	14		9	2015	0.031	
16		0.025458333			3	14		2	2015	0.074	
16		0.028791667			3	5		1	2015	0.065	
