MeasuredParameterId	DateTime	Value	EcomonMonitoringPoint	Ecomontimestamp_ms	KazHydrometAirPostId	MaxValueDay	MaxValueMonth	Month	Year	MaxValuePerMonth	MaxValuePerYear
15		0.000903846			1	26		10	2010	0.006	
15		0.000576923			1	10		9	2010	0.004	
15		0.002770833			1	22		2	2010	0.013	
15		0.002522727			1	12		1	2010	0.009	
15		0.000625			1	1		4	2011	0.005	
15		0.0013			1	10		12	2011	0.006	
15		0.00056			1	22		7	2011	0.004	
15		0.000519231			1	6		6	2011	0.006	
15		0.000385417			1	31		5	2011	0.004	
15		0.00048913			1	10		3	2011	0.003	
15		0.000788462			1	30		11	2011	0.004	
15		0.000644231			1	12		10	2011	0.004	
15		0.000701923			1	30		9	2011	0.005	
15		0.0008125			1	2		2	2011	0.003	
15		0.001565217			1	31		1	2011	0.005	
15		0.001509615			1	23		8	2012	0.008	
15		0.00041			1	9		4	2012	0.003	
15		0.002402174			1	5		12	2012	0.009	
15		0.00126			1	24		7	2012	0.007	
15		0.001375			1	21		6	2012	0.007	
15		0.00068			1	31		5	2012	0.005	
15		0.001423913			1	3		3	2012	0.006	
15		0.000701923			1	27		11	2012	0.006	
15		0.000596154			1	30		10	2012	0.007	
15		0.00123			1	11		9	2012	0.007	
15		0.00151			1	11		2	2012	0.007	
15		0.000967391			1	11		1	2012	0.006	
15		0.001019231			1	20		8	2013	0.007	
15		0.000586538			1	26		4	2013	0.006	
15		0.001978261			1	6		12	2013	0.01	
15		0.001108654			1	19		7	2013	0.006	
15		0.00157			1	8		6	2013	0.009	
15		0.00059375			1	17		5	2013	0.005	
15		0.000931818			1	13		3	2013	0.005	
15		0.002096154			1	6		11	2013	0.008	
15		0.001057692			1	31		10	2013	0.008	
15		0.0007			1	23		9	2013	0.006	
15		0.001854167			1	4		2	2013	0.008	
15		0.001114583			1	8		1	2013	0.01	
15		0.00082			1	28		8	2014	0.007	
15		0.000625			1	15		4	2014	0.006	
15		0.003302083			1	2		12	2014	0.009	
15		0.000836538			1	29		7	2014	0.008	
15		0.00087			1	11		6	2014	0.007	
15		0.000895833			1	12		5	2014	0.006	
15		0.000238636			1	7		3	2014	0.003	
15		0.00106			1	27		11	2014	0.007	
15		0.001394231			1	20		10	2014	0.009	
15		0.001048077			1	18		9	2014	0.007	
15		0.0005625			1	6		2	2014	0.004	
15		0.000447917			1	20		1	2014	0.006	
15		0.00183			1	17		8	2015	0.009	
15		0.001384615			1	1		4	2015	0.01	
15		0.00178125			1	8		12	2015	0.006	
15		0.001086538			1	14		7	2015	0.008	
15		0.001395192			1	1		6	2015	0.006	
15		0.002467391			1	21		5	2015	0.009	
15		0.001602273			1	25		3	2015	0.013	
15		0.00144			1	12		11	2015	0.007	
15		0.000768519			1	22		10	2015	0.004	
15		0.00065			1	8		9	2015	0.004	
15		0.002927083			1	4		2	2015	0.01	
15		0.002395833			1	23		1	2015	0.009	
15		0.000865385			1	5		8	2016	0.007	
15		0.002259615			1	2		4	2016	0.006	
15		0.001989583			1	19		12	2016	0.009	
15		0.00133			1	7		7	2016	0.005	
15		0.000951923			1	2		6	2016	0.005	
15		0.000945652			1	10		5	2016	0.006	
15		0.001163043			1	3		3	2016	0.006	
15		0.001009615			1	30		11	2016	0.006	
15		0.000759615			1	13		10	2016	0.006	
15		0.00137			1	28		9	2016	0.006	
15		0.0018			1	5		2	2016	0.009	
15		0.001923913			1	9		1	2016	0.008	
15		0.000846154			1	29		8	2017	0.005	
15		0.00159			1	7		4	2017	0.009	
15		0.00095			1	13		7	2017	0.008	
15		0.001326923			1	23		6	2017	0.009	
15		0.003020833			1	6		5	2017	0.012	
15		0.001076087			1	27		3	2017	0.006	
15		0.001394231			1	5		10	2017	0.008	
15		0.00164			1	25		9	2017	0.009	
15		0.001520833			1	2		2	2017	0.01	
15		0.001804348			1	4		1	2017	0.009	
18		0.00827			1	23		8	2007	0.019	
18		0.00720202			1	5		4	2007	0.016	
18		0.007586957			1	31		12	2007	0.021	
18		0.010201923			1	18		7	2007	0.027	
18		0.008432692			1	27		6	2007	0.021	
18		0.007164948			1	15		5	2007	0.021	
18		0.00945			1	5		3	2007	0.026	
18		0.008557692			1	30		11	2007	0.032	
18		0.008240385			1	30		10	2007	0.027	
18		0.009059406			1	20		9	2007	0.032	
18		0.011375			1	8		2	2007	0.026	
18		0.015727273			1	18		1	2007	0.042	
18		0.00691			1	9		8	2008	0.021	
18		0.007240385			1	21		4	2008	0.02	
18		0.009260417			1	1		12	2008	0.022	
18		0.010317308			1	28		7	2008	0.024	
18		0.008030303			1	10		6	2008	0.021	
18		0.007072165			1	8		5	2008	0.018	
18		0.008541667			1	1		3	2008	0.024	
18		0.01028			1	28		11	2008	0.029	
18		0.007777778			1	28		10	2008	0.038	
18		0.008061			1	9		9	2008	0.022	
18		0.01156			1	1		2	2008	0.034	
18		0.012406593			1	29		1	2008	0.03	
18		0.00742			1	3		8	2009	0.02	
18		0.009158416			1	28		4	2009	0.022	
18		0.01297			1	15		12	2009	0.032	
18		0.012644231			1	3		7	2009	0.033	
18		0.009259615			1	20		6	2009	0.03	
18		0.007630435			1	20		5	2009	0.023	
18		0.009635417			1	12		3	2009	0.03	
18		0.0087			1	4		11	2009	0.025	
18		0.007592593			1	20		10	2009	0.019	
18		0.007028846			1	14		9	2009	0.023	
18		0.008875			1	9		2	2009	0.028	
18		0.013413043			1	10		1	2009	0.033	
18		0.00574			1	2		8	2010	0.02	
18		0.007913462			1	22		4	2010	0.023	
18		0.0103			1	23		12	2010	0.027	
18		0.017057692			1	9		7	2010	0.038	
18		0.012548077			1	28		6	2010	0.042	
18		0.006695652			1	8		5	2010	0.02	
18		0.010913043			1	5		3	2010	0.034	
18		0.01128			1	11		11	2010	0.026	
18		0.009057692			1	6		10	2010	0.037	
18		0.011471154			1	27		9	2010	0.029	
18		0.010958333			1	3		2	2010	0.032	
18		0.010852273			1	6		1	2010	0.024	
18		0.009490385			1	12		4	2011	0.024	
18		0.01305			1	28		12	2011	0.031	
18		0.00771			1	30		7	2011	0.028	
18		0.007875			1	28		6	2011	0.025	
18		0.006854167			1	19		5	2011	0.022	
18		0.010043478			1	9		3	2011	0.028	
18		0.008211538			1	22		11	2011	0.023	
18		0.010192308			1	3		10	2011	0.03	
18		0.015134615			1	14		9	2011	0.039	
18		0.009947917			1	12		2	2011	0.025	
18		0.011141304			1	6		1	2011	0.031	
18		0.006663462			1	21		8	2012	0.017	
18		0.01525			1	30		4	2012	0.031	
18		0.0075			1	7		12	2012	0.023	
18		0.01264			1	9		7	2012	0.047	
18		0.013038462			1	29		6	2012	0.049	
18		0.01746			1	8		5	2012	0.04	
18		0.011869565			1	30		3	2012	0.025	
18		0.007932692			1	27		11	2012	0.023	
18		0.005778846			1	30		10	2012	0.019	
18		0.00599			1	1		9	2012	0.014	
18		0.01327			1	18		2	2012	0.033	
18		0.017771739			1	5		1	2012	0.031	
18		0.010625			1	12		8	2013	0.026	
18		0.006855769			1	8		4	2013	0.014	
18		0.010152174			1	4		12	2013	0.027	
18		0.006903846			1	31		7	2013	0.026	
18		0.00718			1	7		6	2013	0.021	
18		0.007020833			1	14		5	2013	0.019	
18		0.009863636			1	2		3	2013	0.026	
18		0.010192308			1	16		11	2013	0.025	
18		0.008557692			1	5		10	2013	0.024	
18		0.00814			1	19		9	2013	0.026	
18		0.009510417			1	19		2	2013	0.034	
18		0.009916667			1	24		1	2013	0.027	
18		0.00936			1	19		8	2014	0.025	
18		0.033807692			1	17		4	2014	2.8	
18		0.015958333			1	22		12	2014	0.035	
18		0.009211538			1	4		7	2014	0.027	
18		0.00886			1	30		6	2014	0.025	
18		0.009104167			1	23		5	2014	0.02	
18		0.008488636			1	6		3	2014	0.026	
18		0.01085			1	1		11	2014	0.031	
18		0.009798077			1	25		10	2014	0.031	
18		0.010480769			1	27		9	2014	0.027	
18		0.01			1			2	2014	0.01	
18		0.010010417			1	3		1	2014	0.02	
18		0.01246			1	7		8	2015	0.031	
18		0.012586538			1	23		4	2015	0.034	
18		0.01890625			1	3		12	2015	0.033	
18		0.014826923			1	18		7	2015	0.036	
18		0.013384615			1	25		6	2015	0.035	
18		0.012684783			1	5		5	2015	0.03	
18		0.01496			1	28		11	2015	0.035	
18		0.012481481			1	31		10	2015	0.031	
18		0.01276			1	14		9	2015	0.031	
18		0.013322917			1	20		2	2015	0.031	
18		0.01275			1	31		1	2015	0.032	
18		0.009019231			1	11		8	2016	0.027	
18		0.010288462			1	4		4	2016	0.026	
18		0.011177083			1	21		12	2016	0.03	
18		0.01074			1	1		7	2016	0.024	
18		0.013480769			1	10		6	2016	0.032	
18		0.012304348			1	4		5	2016	0.033	
18		0.014163043			1	1		3	2016	0.028	
18		0.009423077			1	30		11	2016	0.026	
18		0.011894231			1	17		10	2016	0.031	
18		0.012153			1	20		9	2016	0.03	
18		0.01328			1	5		2	2016	0.031	
18		0.011771739			1	23		1	2016	0.03	
18		0.012269231			1	8		8	2017	0.03	
18		0.01274			1	1		4	2017	0.029	
18		0.01277			1	10		7	2017	0.027	
18		0.009105769			1	30		6	2017	0.029	
18		0.013770833			1	29		5	2017	0.04	
18		0.011959783			1	31		3	2017	0.029	
18		0.01325			1	2		10	2017	0.028	
18		0.01276			1	2		9	2017	0.026	
18		0.01309375			1	8		2	2017	0.031	
18		0.012271739			1	19		1	2017	0.032	
14		0.421333333			2	2		8	2007	0.9	
14		0.465333333			2	17		4	2007	0.9	
14		0.362318841			2	6		12	2007	1	
14		0.414102564			2	6		7	2007	0.8	
14		0.414102564			2	22		6	2007	0.9	
14		0.425333333			2	25		5	2007	0.8	
14		0.430666667			2	16		3	2007	1.1	
14		0.475641026			2	19		11	2007	1.1	
14		0.371794872			2	18		10	2007	0.7	
14		0.473076923			2	5		9	2007	1.1	
14		0.476388889			2	22		2	2007	1.1	
14		0.430666667			2	31		1	2007	0.8	
14		0.302			2	4		8	2008	1.1	
14		0.570666667			2	29		4	2008	1.2	
14		0.392957746			2	13		12	2008	1.1	
14		0.35			2	8		7	2008	0.6	
14		0.354666667			2	28		6	2008	0.7	
14		0.401333333			2	4		5	2008	0.8	
14		0.534722222			2	14		3	2008	1.2	
14		0.477027027			2	28		11	2008	1.1	
14		0.318666667			2	7		10	2008	0.8	
14		0.4552			2	30		9	2008	0.9	
14		0.41969697			2	27		2	2008	0.9	
14		0.466197183			2	29		1	2008	1	
14		0.364			2	27		8	2009	0.9	
14		0.292307692			2	3		4	2009	0.9	
14		0.4			2	12		12	2009	1	
14		0.358974359			2	16		7	2009	0.8	
14		0.383333333			2	22		6	2009	1.1	
14		0.320289855			2	6		5	2009	0.8	
14		0.456944444			2	3		3	2009	1	
14		0.33			2	3		11	2009	0.6	
14		0.338666667			2	1		10	2009	1	
14		0.386025641			2	14		9	2009	0.87	
14		0.275			2	3		2	2009	0.8	
14		0.411594203			2	26		1	2009	1.1	
14		0.28			2	2		8	2010	0.7	
14		0.407246377			2	11		4	2010	1	
14		0.365333333			2	9		12	2010	0.8	
14		0.330769231			2	16		7	2010	0.7	
14		0.334615385			2	19		6	2010	0.7	
14		0.346956522			2	5		5	2010	0.9	
14		0.289333333			2	10		11	2010	0.6	
14		0.224358974			2	2		10	2010	0.6	
14		0.311538462			2	11		9	2010	0.5	
14		0.359722222			2	13		2	2010	0.8	
14		0.427272727			2	10		1	2010	1	
14		0.156410256			2	9		4	2011	0.4	
14		0.287333333			2	24		12	2011	0.65	
14		0.254666667			2	27		7	2011	0.5	
14		0.211538462			2	3		6	2011	0.4	
14		0.227272727			2	4		5	2011	0.4	
14		0.227536232			2	26		3	2011	0.6	
14		0.31025641			2	17		11	2011	0.7	
14		0.248717949			2	14		10	2011	0.6	
14		0.362820513			2	6		9	2011	0.7	
14		0.241666667			2	15		2	2011	0.7	
14		0.402173913			2	10		1	2011	0.8	
14		0.269230769			2	28		8	2012	4	
14		0.270666667			2	3		4	2012	0.5	
14		0.217391304			2	8		12	2012	0.7	
14		0.361333333			2	3		7	2012	1.1	
14		0.328205128			2	1		6	2012	0.5	
14		0.301333333			2	10		5	2012	0.5	
14		0.204347826			2	15		3	2012	0.5	
14		0.215384615			2	15		11	2012	0.7	
14		0.265384615			2	31		10	2012	0.6	
14		0.24			2	25		9	2012	0.6	
14		0.333333333			2	3		2	2012	0.5	
14		0.344927536			2	14		1	2012	0.7	
14		0.173076923			2	3		8	2013	0.4	
14		0.084615385			2	8		4	2013	0.3	
14		0.166666667			2	4		12	2013	0.6	
14		0.103846154			2	2		7	2013	0.2	
14		0.100533333			2	10		6	2013	0.3	
14		0.083333333			2	2		5	2013	0.1	
14		0.11969697			2	4		3	2013	0.5	
14		0.200589744			2	28		11	2013	0.6	
14		0.167948718			2	3		10	2013	0.5	
14		0.178666667			2	10		9	2013	0.5	
14		0.2			2	19		2	2013	0.6	
14		0.291666667			2	10		1	2013	0.9	
14		0.433333333			2	26		8	2014	1.2	
14		0.116666667			2	22		4	2014	0.4	
14		0.376388889			2	20		12	2014	0.8	
14		0.246153846			2	31		7	2014	0.5	
14		0.153333333			2	3		6	2014	0.5	
14		0.174583333			2	24		5	2014	0.5	
14		0.154545455			2	3		3	2014	0.4	
14		0.229333333			2	3		11	2014	0.5	
14		0.271794872			2	18		10	2014	0.9	
14		0.473076923			2	30		9	2014	1.1	
14		0.157222222			2	20		2	2014	0.5	
14		0.186388889			2	10		1	2014	0.6	
14		0.409333333			2	20		8	2015	1.2	
14		0.292307692			2	25		4	2015	0.6	
14		0.503194444			2	2		12	2015	1	
14		0.35			2	4		7	2015	1.1	
14		0.257692308			2	29		6	2015	0.9	
14		0.3			2	15		5	2015	0.6	
14		0.295454545			2	20		3	2015	0.7	
14		0.444			2	30		11	2015	0.9	
14		0.381851852			2	30		10	2015	0.9	
14		0.402666667			2	17		9	2015	0.8	
14		0.369444444			2	21		2	2015	0.8	
14		0.326388889			2	6		1	2015	0.8	
14		0.365384615			2	9		8	2016	0.7	
14		0.377564103			2	30		4	2016	0.7	
14		0.368055556			2	2		12	2016	0.7	
14		0.342666667			2	29		7	2016	0.7	
14		0.411282051			2	8		6	2016	0.9	
14		0.330434783			2	3		5	2016	0.7	
14		0.463768116			2	1		3	2016	0.8	
14		0.332435897			2	1		11	2016	0.7	
14		0.374358974			2	29		10	2016	0.7	
14		0.511066667			2	2		9	2016	0.8	
14		0.4			2	27		2	2016	0.8	
14		0.389855072			2	25		1	2016	0.8	
14		0.304102564			2	4		8	2017	0.6	
14		0.314666667			2	10		4	2017	0.7	
14		0.34			2	1		7	2017	0.6	
14		0.322435897			2	2		6	2017	0.7	
14		0.29125			2	12		5	2017	0.7	
14		0.347826087			2	16		3	2017	0.7	
14		0.233333333			2	18		10	2017	0.6	
14		0.2592			2	23		9	2017	0.6	
14		0.315277778			2	23		2	2017	0.7	
14		0.332463768			2	21		1	2017	0.7	
13		0.116133333			2	28		8	2007	0.19	
13		0.0616			2	20		4	2007	0.15	
13		0.117391304			2	31		12	2007	0.23	
13		0.124615385			2	12		7	2007	0.23	
13		0.141923077			2	25		6	2007	0.21	
13		0.131733333			2	30		5	2007	0.26	
13		0.060266667			2	17		3	2007	0.11	
13		0.120641026			2	19		11	2007	0.26	
13		0.135512821			2	15		10	2007	0.27	
13		0.142307692			2	18		9	2007	0.29	
13		0.075555556			2	1		2	2007	0.24	
13		0.124			2	31		1	2007	0.28	
13		0.116266667			2	29		8	2008	0.21	
13		0.107666667			2	10		4	2008	0.19	
13		0.094084507			2	4		12	2008	0.21	
13		0.101410256			2	2		7	2008	0.19	
13		0.117733333			2	16		6	2008	0.21	
13		0.113866667			2	8		5	2008	0.21	
13		0.091666667			2	25		3	2008	0.27	
13		0.095675676			2	28		11	2008	0.22	
13		0.091466667			2	8		10	2008	0.19	
13		0.102133333			2	3		9	2008	0.24	
13		0.146060606			2	1		2	2008	0.25	
13		0.143521127			2	4		1	2008	0.28	
13		0.134933333			2	25		8	2009	0.23	
13		0.107179487			2	2		4	2009	0.16	
13		0.204666667			2	31		12	2009	0.35	
13		0.118846154			2	31		7	2009	0.23	
13		0.092051282			2	24		6	2009	0.23	
13		0.10173913			2	12		5	2009	0.18	
13		0.104166667			2	4		3	2009	0.2	
13		0.111			2	4		11	2009	0.22	
13		0.093493333			2	31		10	2009	0.17	
13		0.112435897			2	14		9	2009	0.21	
13		0.118055556			2	9		2	2009	0.21	
13		0.147681159			2	10		1	2009	0.24	
13		0.144			2	31		8	2010	0.23	
13		0.155942029			2	2		4	2010	0.23	
13		0.150133333			2	25		12	2010	0.24	
13		0.150384615			2	22		7	2010	0.23	
13		0.147692308			2	15		6	2010	0.25	
13		0.150144928			2	17		5	2010	0.22	
13		0.127333333			2	26		11	2010	0.22	
13		0.125051282			2	1		10	2010	0.23	
13		0.118205128			2	1		9	2010	0.21	
13		0.169722222			2	2		2	2010	0.35	
13		0.229242424			2	11		1	2010	0.36	
13		0.128974359			2	22		4	2011	0.21	
13		0.112133333			2	24		12	2011	0.17	
13		0.136573333			2	30		7	2011	0.2	
13		0.118717949			2	6		6	2011	0.2	
13		0.121212121			2	6		5	2011	0.17	
13		0.133333333			2	1		3	2011	0.21	
13		0.081923077			2	29		11	2011	0.13	
13		0.094871795			2	18		10	2011	0.2	
13		0.125384615			2	6		9	2011	0.22	
13		0.121388889			2	11		2	2011	0.23	
13		0.148550725			2	10		1	2011	0.23	
13		0.101794872			2	13		8	2012	0.16	
13		0.0992			2	25		4	2012	0.2	
13		0.143913043			2	31		12	2012	0.33	
13		0.0968			2	31		7	2012	0.14	
13		0.091923077			2	8		6	2012	0.15	
13		0.090933333			2	11		5	2012	0.14	
13		0.104057971			2	3		3	2012	0.17	
13		0.109230769			2	3		11	2012	0.24	
13		0.101025641			2	31		10	2012	0.27	
13		0.0836			2	13		9	2012	0.16	
13		0.129866667			2	27		2	2012	0.17	
13		0.128405797			2	12		1	2012	0.18	
13		0.098589744			2	1		8	2013	0.42	
13		0.118846154			2	24		4	2013	0.22	
13		0.109855072			2	23		12	2013	0.27	
13		0.193717949			2	17		7	2013	0.41	
13		0.115066667			2	3		6	2013	0.22	
13		0.130416667			2	29		5	2013	0.34	
13		0.142424242			2	6		3	2013	0.34	
13		0.14			2	18		11	2013	0.33	
13		0.152051282			2	4		10	2013	0.37	
13		0.120133333			2	30		9	2013	0.37	
13		0.155138889			2	19		2	2013	0.29	
13		0.181388889			2	9		1	2013	0.42	
13		0.250266667			2	27		8	2014	0.43	
13		0.166666667			2	2		4	2014	0.33	
13		0.202777778			2	24		12	2014	0.4	
13		0.223461538			2	23		7	2014	0.38	
13		0.20336			2	6		6	2014	0.32	
13		0.186805556			2	30		5	2014	0.31	
13		0.223636364			2	6		3	2014	0.42	
13		0.133333333			2	1		11	2014	0.33	
13		0.162820513			2	13		10	2014	0.31	
13		0.242564103			2	23		9	2014	0.41	
13		0.200972222			2	5		2	2014	0.42	
13		0.188055556			2	16		1	2014	0.43	
13		0.1592			2	3		8	2015	0.35	
13		0.200769231			2	25		4	2015	0.4	
13		0.190416667			2	15		12	2015	0.4	
13		0.213589744			2	23		7	2015	0.39	
13		0.235128205			2	4		6	2015	0.41	
13		0.189855072			2	12		5	2015	0.35	
13		0.197272727			2	13		3	2015	0.38	
13		0.129733333			2	28		11	2015	0.3	
13		0.144814815			2	26		10	2015	0.32	
13		0.159066667			2	1		9	2015	0.38	
13		0.186111111			2	11		2	2015	0.38	
13		0.184013889			2	31		1	2015	0.42	
13		0.178846154			2	8		8	2016	0.43	
13		0.163461538			2	16		4	2016	0.34	
13		0.192638889			2	21		12	2016	0.4	
13		0.2572			2	15		7	2016	0.45	
13		0.214230769			2	4		6	2016	0.43	
13		0.181014493			2	17		5	2016	0.41	
13		0.138695652			2	4		3	2016	0.33	
13		0.194141026			2	7		11	2016	0.43	
13		0.170897436			2	29		10	2016	0.37	
13		0.205466667			2	23		9	2016	0.88	
13		0.202933333			2	20		2	2016	0.42	
13		0.184768116			2	22		1	2016	0.4	
13		0.195128205			2	8		8	2017	0.43	
13		0.192133333			2	11		4	2017	0.46	
13		0.182586667			2	26		7	2017	0.43	
13		0.16025641			2	14		6	2017	0.42	
13		0.135138889			2	15		5	2017	0.37	
13		0.202318841			2	3		3	2017	0.46	
13		0.234230769			2	2		10	2017	0.43	
13		0.292933333			2	8		9	2017	0.43	
13		0.223333333			2	8		2	2017	0.46	
13		0.205362319			2	27		1	2017	0.46	
16		0.011866667			2	27		8	2007	0.029	
16		0.014346667			2	9		4	2007	0.062	
16		0.017275362			2	28		12	2007	0.052	
16		0.010333333			2	10		7	2007	0.033	
16		0.011692308			2	22		6	2007	0.033	
16		0.00864			2	25		5	2007	0.058	
16		0.026013333			2	3		3	2007	0.185	
16		0.017551282			2	5		11	2007	0.058	
16		0.014423077			2	28		10	2007	0.042	
16		0.013230769			2	14		9	2007	0.035	
16		0.020916667			2	8		2	2007	0.058	
16		0.020426667			2	3		1	2007	0.077	
16		0.014973333			2	14		8	2008	0.039	
16		0.015773333			2	26		4	2008	0.042	
16		0.020056338			2	12		12	2008	0.068	
16		0.014961538			2	22		7	2008	0.039	
16		0.01692			2	16		6	2008	0.046	
16		0.016986667			2	16		5	2008	0.037	
16		0.014847222			2	26		3	2008	0.064	
16		0.018148649			2	21		11	2008	0.068	
16		0.014293333			2	23		10	2008	0.049	
16		0.01548			2	22		9	2008	0.08	
16		0.025287879			2	16		2	2008	0.094	
16		0.02928169			2	26		1	2008	0.096	
16		0.0152			2	18		8	2009	0.036	
16		0.013384615			2	9		4	2009	0.039	
16		0.018893333			2	15		12	2009	0.051	
16		0.018			2	29		7	2009	0.04	
16		0.012923077			2	15		6	2009	0.042	
16		0.009768116			2	28		5	2009	0.04	
16		0.018277778			2	14		3	2009	0.058	
16		0.011666667			2	4		11	2009	0.034	
16		0.011573333			2	15		10	2009	0.026	
16		0.012820513			2	11		9	2009	0.029	
16		0.020777778			2	16		2	2009	0.051	
16		0.02273913			2	9		1	2009	0.103	
16		0.01176			2	4		8	2010	0.034	
16		0.013927536			2	30		4	2010	0.036	
16		0.028013333			2	6		12	2010	0.071	
16		0.011910256			2	2		7	2010	0.036	
16		0.014333333			2	7		6	2010	0.04	
16		0.015217391			2	13		5	2010	0.036	
16		0.015013333			2	26		11	2010	0.071	
16		0.014641026			2	26		10	2010	0.058	
16		0.013692308			2	14		9	2010	0.046	
16		0.023347222			2	17		2	2010	0.092	
16		0.017272727			2	12		1	2010	0.042	
16		0.008910256			2	1		4	2011	0.042	
16		0.01256			2	1		12	2011	0.041	
16		0.010133333			2	12		7	2011	0.027	
16		0.009166667			2	25		6	2011	0.06	
16		0.008621212			2	18		5	2011	0.023	
16		0.014898551			2	2		3	2011	0.078	
16		0.011461538			2	29		11	2011	0.075	
16		0.006615385			2	6		10	2011	0.026	
16		0.011641026			2	19		9	2011	0.042	
16		0.016027778			2	28		2	2011	0.064	
16		0.035086957			2	8		1	2011	0.121	
16		0.007346154			2	15		8	2012	0.02	
16		0.008013333			2	18		4	2012	0.019	
16		0.00857971			2	10		12	2012	0.034	
16		0.00792			2	14		7	2012	0.022	
16		0.008166667			2	27		6	2012	0.022	
16		0.00732			2	23		5	2012	0.022	
16		0.008637681			2	31		3	2012	0.023	
16		0.013064103			2	5		11	2012	0.032	
16		0.013115385			2	16		10	2012	0.035	
16		0.006426667			2	21		9	2012	0.023	
16		0.022773333			2	16		2	2012	0.048	
16		0.022956522			2	9		1	2012	0.093	
16		0.014064103			2	6		8	2013	0.052	
16		0.012282051			2	23		4	2013	0.031	
16		0.010898551			2	6		12	2013	0.027	
16		0.008576923			2	25		7	2013	0.031	
16		0.009493333			2	6		6	2013	0.021	
16		0.010277778			2	18		5	2013	0.027	
16		0.014045455			2	18		3	2013	0.031	
16		0.016153846			2	30		11	2013	0.038	
16		0.012884615			2	9		10	2013	0.043	
16		0.010466667			2	3		9	2013	0.027	
16		0.012652778			2	21		2	2013	0.031	
16		0.012430556			2	26		1	2013	0.026	
16		0.008608			2	9		8	2014	0.022	
16		0.007379487			2	22		4	2014	0.034	
16		0.016972222			2	18		12	2014	0.073	
16		0.014653846			2	10		7	2014	0.05	
16		0.010386667			2	30		6	2014	0.086	
16		0.00625			2	30		5	2014	0.029	
16		0.017242424			2	3		3	2014	0.056	
16		0.016706667			2	17		11	2014	0.071	
16		0.012730769			2	23		10	2014	0.046	
16		0.011102564			2	13		9	2014	0.033	
16		0.022805556			2	12		2	2014	0.065	
16		0.0095			2	25		1	2014	0.042	
16		0.01224			2	15		8	2015	0.038	
16		0.012128205			2	6		4	2015	0.055	
16		0.015347222			2	24		12	2015	0.049	
16		0.012382051			2	4		7	2015	0.043	
16		0.008512821			2	19		6	2015	0.034	
16		0.014043478			2	22		5	2015	0.043	
16		0.017212121			2	4		3	2015	0.049	
16		0.01436			2	10		11	2015	0.032	
16		0.010864198			2	30		10	2015	0.046	
16		0.01292			2	2		9	2015	0.067	
16		0.015944444			2	5		2	2015	0.051	
16		0.015611111			2	3		1	2015	0.046	
16		0.013282051			2	29		8	2016	0.073	
16		0.012876923			2	14		4	2016	0.06	
16		0.00975			2	27		12	2016	0.027	
16		0.016653333			2	11		7	2016	0.038	
16		0.017833333			2	24		6	2016	0.041	
16		0.013362319			2	28		5	2016	0.03	
16		0.017115942			2	4		3	2016	0.048	
16		0.00825641			2	10		11	2016	0.021	
16		0.010820513			2	14		10	2016	0.027	
16		0.014826667			2	2		9	2016	0.081	
16		0.018266667			2	24		2	2016	0.058	
16		0.014			2	21		1	2016	0.032	
16		0.010628205			2	9		8	2017	0.027	
16		0.012813333			2	3		4	2017	0.074	
16		0.014693333			2	10		7	2017	0.029	
16		0.007884615			2	9		6	2017	0.026	
16		0.015430556			2	12		5	2017	0.065	
16		0.010289855			2	1		3	2017	0.062	
16		0.007115385			2	24		10	2017	0.032	
16		0.011213333			2	22		9	2017	0.048	
16		0.010847222			2	8		2	2017	0.027	
16		0.013724638			2	18		1	2017	0.046	
17		2.906666667			2	21		8	2007	6	
17		3.44			2	4		4	2007	19	
17		3.753623188			2	19		12	2007	10	
17		2.961538462			2	13		7	2007	11	
17		3.230769231			2	13		6	2007	13	
17		3.426666667			2	7		5	2007	10	
17		3.813333333			2	16		3	2007	12	
17		5.192307692			2	19		11	2007	16	
17		4.5			2	18		10	2007	14	
17		3.743589744			2	21		9	2007	9	
17		4.402777778			2	1		2	2007	21	
17		6.933333333			2	31		1	2007	27	
17		5.34			2	12		8	2008	11	
17		4.066666667			2	2		4	2008	10	
17		4.916666667			2	13		12	2008	12	
17		4.487179487			2	5		7	2008	9	
17		4.573333333			2	5		6	2008	10	
17		3.64			2	8		5	2008	8	
17		5.152777778			2	29		3	2008	11	
17		5.243243243			2	24		11	2008	16	
17		3.786666667			2	13		10	2008	9	
17		5.618666667			2	11		9	2008	17.2	
17		4.409090909			2	26		2	2008	9	
17		4.222222222			2	29		1	2008	16	
17		3.12			2	11		8	2009	8	
17		3.628205128			2	8		4	2009	8	
17		7.093333333			2	29		12	2009	25	
17		3.435897436			2	11		7	2009	12	
17		3.128205128			2	12		6	2009	11	
17		3.130434783			2	13		5	2009	6	
17		6.244444444			2	6		3	2009	17	
17		4.1			2	4		11	2009	15	
17		4.066666667			2	30		10	2009	17	
17		3.453846154			2	23		9	2009	8.4	
17		4.611111111			2	2		2	2009	13	
17		7.608695652			2	26		1	2009	20	
17		3.946666667			2	10		8	2010	15	
17		4.434782609			2	16		4	2010	12	
17		6.493333333			2	1		12	2010	17	
17		3.166666667			2	16		7	2010	10	
17		2.807692308			2	15		6	2010	12	
17		2.623188406			2	8		5	2010	7	
17		6.64			2	2		11	2010	21	
17		4.833333333			2	30		10	2010	14	
17		3.461538462			2	3		9	2010	9	
17		5.375			2	17		2	2010	20	
