116	1545706800000	92657.1616666667
121	1545706800000	0
118	1545706800000	67.8333333333333
124	1545706800000	0
126	1545706800000	0
117	1545706800000	69.8333333333333
122	1545706800000	180
125	1545706800000	0.0080531105161205
120	1545706800000	22.5416666666667
123	1545706800000	1.06506113587319
121	1545708000000	0
120	1545708000000	22.5858333333333
122	1545708000000	180
116	1545708000000	92650.2516666667
124	1545708000000	0
117	1545708000000	69.4166666666667
118	1545708000000	67.4166666666667
123	1545708000000	1.11762369702325
125	1545708000000	0
126	1545708000000	0
